,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
436,tt1386932,movie,Ip Man 2,Yip Man 2,0,2010,\N,108,"Action,Biography,Drama"
437,tt0371746,movie,Iron Man,Iron Man,0,2008,\N,126,"Action,Adventure,Sci-Fi"
438,tt1228705,movie,Iron Man 2,Iron Man 2,0,2010,\N,124,"Action,Adventure,Sci-Fi"
439,tt1300854,movie,Iron Man 3,Iron Man Three,0,2013,\N,130,"Action,Adventure,Sci-Fi"
440,tt5104604,movie,Isle of Dogs,Isle of Dogs,0,2018,\N,101,"Adventure,Animation,Comedy"
441,tt0102138,movie,JFK,JFK,0,1991,\N,189,"Drama,History,Thriller"
442,tt0473367,movie,Jaane Tu,Jaane Tu... Ya Jaane Na,0,2008,\N,155,"Comedy,Drama,Romance"
443,tt1093370,movie,Jab We Met,Jab We Met,0,2007,\N,138,"Comedy,Drama,Romance"
444,tt0073195,movie,Jaws,Jaws,0,1975,\N,124,"Adventure,Thriller"
445,tt0068762,movie,Jeremiah Johnson,Jeremiah Johnson,0,1972,\N,108,"Adventure,Drama,Western"
446,tt0116695,movie,Jerry Maguire,Jerry Maguire,0,1996,\N,139,"Comedy,Drama,Romance"
447,tt1742044,movie,Jersey Boys,Jersey Boys,0,2014,\N,134,"Biography,Drama,Music"
448,tt0070239,movie,Jesus Christ Superstar,Jesus Christ Superstar,0,1973,\N,106,"Drama,History,Musical"
449,tt0449994,movie,Jodhaa Akbar,Jodhaa Akbar,0,2008,\N,213,"Action,Drama,History"
450,tt0260991,movie,Joint Security Area,Gongdong gyeongbi guyeok JSA,0,2000,\N,110,"Action,Drama,Thriller"
451,tt2584384,movie,Jojo Rabbit,Jojo Rabbit,0,2019,\N,108,"Comedy,Drama,War"
452,tt7286456,movie,Joker,Joker,0,2019,\N,122,"Crime,Drama,Thriller"
453,tt1075747,movie,Jonah Hex,Jonah Hex,0,2010,\N,81,"Action,Drama,Fantasy"
454,tt0424205,movie,Joyeux Noel,Joyeux Noël,0,2005,\N,116,"Drama,History,Music"
455,tt0107290,movie,Jurassic Park,Jurassic Park,0,1993,\N,127,"Action,Adventure,Sci-Fi"
456,tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi"
457,tt0272152,movie,K-PAX,K-PAX,0,2001,\N,120,"Drama,Mystery,Sci-Fi"
458,tt7838252,movie,K.G.F: Chapter 1,K.G.F: Chapter 1,0,2018,\N,156,"Action,Drama"
459,tt0248126,movie,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,0,2001,\N,210,"Drama,Musical,Romance"
460,tt0080979,movie,Kagemusha,Kagemusha,0,1980,\N,180,"Drama,History,War"
461,tt1821480,movie,Kahaani,Kahaani,0,2012,\N,122,"Mystery,Thriller"
462,tt2213054,movie,Kai Po Che,Kai po che!,0,2013,\N,130,"Drama,Sport"
463,tt0347304,movie,Kal Ho Naa Ho,Kal Ho Naa Ho,0,2003,\N,186,"Comedy,Drama,Musical"
464,tt0097814,movie,Kiki's Delivery Service,Majo no takkyûbin,0,1989,\N,103,"Adventure,Animation,Drama"
465,tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Drama"
466,tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller"
467,tt0320661,movie,Kingdom of Heaven,Kingdom of Heaven,0,2005,\N,144,"Action,Adventure,Drama"
468,tt0116778,movie,Kingpin,Kingpin,0,1996,\N,114,"Comedy,Sport"
469,tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,"Action,Adventure,Comedy"
470,tt0373469,movie,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,\N,103,"Comedy,Crime,Mystery"
471,tt4729430,movie,Klaus,Klaus,0,2019,\N,96,"Adventure,Animation,Comedy"
472,tt8946378,movie,Knives Out,Knives Out,0,2019,\N,130,"Comedy,Crime,Drama"
473,tt0119472,movie,Knockin' on Heaven's Door,Knockin' on Heaven's Door,0,1997,\N,87,"Action,Comedy,Crime"
474,tt4302938,movie,Kubo and the Two Strings,Kubo and the Two Strings,0,2016,\N,101,"Action,Adventure,Animation"
475,tt0172684,movie,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,0,1998,\N,177,"Comedy,Drama,Musical"
476,tt0373074,movie,Kung Fu Hustle,Kung fu,0,2004,\N,99,"Action,Comedy,Fantasy"
477,tt0441773,movie,Kung Fu Panda,Kung Fu Panda,0,2008,\N,92,"Action,Adventure,Animation"
478,tt0119488,movie,L.A. Confidential,L.A. Confidential,0,1997,\N,138,"Crime,Drama,Mystery"
479,tt0093378,movie,La Bamba,La Bamba,0,1987,\N,108,"Biography,Drama,Music"
480,tt0113247,movie,La Haine,La haine,0,1995,\N,98,"Crime,Drama"
481,tt3783958,movie,La La Land,La La Land,0,2016,\N,128,"Comedy,Drama,Music"
482,tt0450188,movie,La Vie En Rose,La Môme,0,2007,\N,140,"Biography,Drama,Music"
483,tt0091369,movie,Labyrinth,Labyrinth,0,1986,\N,101,"Adventure,Family,Fantasy"
484,tt0169102,movie,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,\N,224,"Drama,Musical,Sport"
485,tt3841424,movie,Land of Mine,Under sandet,0,2015,\N,100,"Drama,History,War"
486,tt0110322,movie,Legends of the Fall,Legends of the Fall,0,1994,\N,133,"Drama,Romance,War"
487,tt0119683,movie,Les Misérables,Les Misérables,0,1998,\N,134,"Crime,Drama,History"
488,tt1139797,movie,Let the Right One In,Låt den rätte komma in,0,2008,\N,114,"Crime,Drama,Fantasy"
489,tt0498380,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006,\N,141,"Action,Adventure,Drama"
490,tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance"
491,tt0454876,movie,Life of Pi,Life of Pi,0,2012,\N,127,"Adventure,Drama,Fantasy"
492,tt0275847,movie,Lilo & Stitch,Lilo & Stitch,0,2002,\N,85,"Adventure,Animation,Comedy"
493,tt0443272,movie,Lincoln,Lincoln,0,2012,\N,150,"Biography,Drama,History"
494,tt3741834,movie,Lion,Lion,0,2016,\N,118,"Biography,Drama"
495,tt0091419,movie,Little Shop of Horrors,Little Shop of Horrors,0,1986,\N,94,"Comedy,Horror,Musical"
496,tt3281548,movie,Little Women,Little Women,0,2019,\N,135,"Drama,Romance"
497,tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,\N,107,"Action,Comedy,Crime"
498,tt3315342,movie,Logan,Logan,0,2017,\N,137,"Action,Drama,Sci-Fi"
499,tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,\N,121,"Action,Biography,Drama"
500,tt1276104,movie,Looper,Looper,0,2012,\N,113,"Action,Drama,Sci-Fi"
501,tt0355702,movie,Lords of Dogtown,Lords of Dogtown,0,2005,\N,107,"Biography,Drama,Sport"
502,tt0116922,movie,Lost Highway,Lost Highway,0,1997,\N,134,"Mystery,Thriller"
503,tt0903657,movie,Love & Mercy,Love & Mercy,0,2014,\N,121,"Biography,Drama,Music"
504,tt0314331,movie,Love Actually,Love Actually,0,2003,\N,135,"Comedy,Drama,Romance"
505,tt0364517,movie,Love Me If You Dare,Jeux d'enfants,0,2003,\N,93,"Comedy,Drama,Romance"
506,tt0073312,movie,Love and Death,Love and Death,0,1975,\N,85,"Comedy,War"
507,tt5164432,movie,"Love, Simon","Love, Simon",0,2018,\N,110,"Comedy,Drama,Romance"
508,tt3262342,movie,Loving Vincent,Loving Vincent,0,2017,\N,94,"Animation,Biography,Crime"
509,tt0425210,movie,Lucky Number Slevin,Lucky Number Slevin,0,2006,\N,110,"Action,Crime,Drama"
510,tt0079833,movie,Lupin the 3rd: Castle of Cagliostro,Rupan sansei: Kariosutoro no shiro,0,1979,\N,100,"Adventure,Animation,Family"
511,tt0808357,movie,"Lust, Caution","Se, jie",0,2007,\N,157,"Drama,History,Romance"
512,tt0110413,movie,Léon: The Professional,Léon,0,1994,\N,110,"Action,Crime,Drama"
513,tt4169250,movie,M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,0,2016,\N,184,"Biography,Drama,Sport"
514,tt10514222,movie,Ma Rainey's Black Bottom,Ma Rainey's Black Bottom,0,2020,\N,94,"Drama,Music"
515,tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi"
516,tt0347473,movie,Main Hoon Na,Main Hoon Na,0,2004,\N,182,"Action,Comedy,Drama"
517,tt0097815,movie,Major League,Major League,0,1989,\N,107,"Comedy,Sport"
518,tt0104797,movie,Malcolm X,Malcolm X,0,1992,\N,202,"Biography,Drama,History"
519,tt0213847,movie,Malena,Malèna,0,2000,\N,108,"Comedy,Drama,Romance"
520,tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,"Action,Adventure,Sci-Fi"
521,tt0079522,movie,Manhattan,Manhattan,0,1979,\N,96,"Comedy,Drama,Romance"
522,tt7653254,movie,Marriage Story,Marriage Story,0,2019,\N,137,"Comedy,Drama,Romance"
523,tt0978762,movie,Mary and Max,Mary and Max,0,2009,\N,92,"Animation,Comedy,Drama"
524,tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,"Action,Adventure,Drama"
525,tt0416320,movie,Match Point,Match Point,0,2005,\N,124,"Drama,Romance,Thriller"
526,tt0110478,movie,Maverick,Maverick,0,1994,\N,127,"Action,Adventure,Comedy"
527,tt1029235,movie,Max Manus,Max Manus,0,2008,\N,118,"Action,Biography,Drama"
528,tt2097298,movie,"McFarland, USA","McFarland, USA",0,2015,\N,129,"Biography,Drama,Sport"
529,tt1001526,movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy"
530,tt1527186,movie,Melancholia,Melancholia,0,2011,\N,135,"Drama,Sci-Fi"
531,tt0209144,movie,Memento,Memento,0,2000,\N,113,"Mystery,Thriller"
532,tt0353969,movie,Memories of Murder,Salinui chueok,0,2003,\N,131,"Crime,Drama,Mystery"
533,tt0119654,movie,Men in Black,Men in Black,0,1997,\N,98,"Action,Adventure,Comedy"
534,tt0117039,movie,Michael Collins,Michael Collins,0,1996,\N,133,"Biography,Drama,Thriller"
535,tt1605783,movie,Midnight in Paris,Midnight in Paris,0,2011,\N,96,"Comedy,Fantasy,Romance"
536,tt1647668,movie,Million Dollar Arm,Million Dollar Arm,0,2014,\N,124,"Biography,Drama,Sport"
537,tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport"
538,tt0181689,movie,Minority Report,Minority Report,0,2002,\N,145,"Action,Crime,Mystery"
539,tt0349825,movie,Miracle,Miracle,0,2004,\N,135,"Biography,Drama,History"
540,tt6908274,movie,Mirage,Durante la tormenta,0,2018,\N,128,"Drama,Fantasy,Mystery"
541,tt7964424,movie,Mirage,Mirage,0,2018,\N,71,"Documentary,Fantasy,Music"
542,tt0100157,movie,Misery,Misery,0,1990,\N,107,"Drama,Thriller"
543,tt4912910,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,\N,147,"Action,Adventure,Thriller"
544,tt0095647,movie,Mississippi Burning,Mississippi Burning,0,1988,\N,128,"Crime,Drama,History"
545,tt0213890,movie,Mohabbatein,Mohabbatein,0,2000,\N,216,"Drama,Musical,Romance"
546,tt1210166,movie,Moneyball,Moneyball,0,2011,\N,133,"Biography,Drama,Sport"
547,tt0416044,movie,Mongol: The Rise of Genghis Khan,Mongol,0,2007,\N,126,"Action,Biography,Drama"
548,tt1453405,movie,Monsters University,Monsters University,0,2013,\N,104,"Adventure,Animation,Comedy"
549,tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy"
550,tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,\N,91,"Adventure,Comedy,Fantasy"
551,tt0079470,movie,Monty Python's Life of Brian,Life of Brian,0,1979,\N,94,Comedy
552,tt1182345,movie,Moon,Moon,0,2009,\N,97,"Drama,Mystery,Sci-Fi"
553,tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,\N,94,"Comedy,Drama,Romance"
554,tt1216496,movie,Mother,Madeo,0,2009,\N,129,"Crime,Drama,Mystery"
555,tt1560161,movie,Mother,Mere-Bi,0,2009,\N,55,Documentary
556,tt0203009,movie,Moulin Rouge!,Moulin Rouge!,0,2001,\N,127,"Drama,Musical,Romance"
557,tt0113862,movie,Mr. Holland's Opus,Mr. Holland's Opus,0,1995,\N,143,"Drama,Music"
558,tt0485947,movie,Mr. Nobody,Mr. Nobody,0,2009,\N,141,"Drama,Fantasy,Romance"
559,tt2396589,movie,Mudbound,Mudbound,0,2017,\N,134,"Drama,War"
560,tt0120762,movie,Mulan,Mulan,0,1998,\N,88,"Adventure,Animation,Family"
561,tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller"
562,tt0408306,movie,Munich,Munich,0,2005,\N,164,"Action,Drama,History"
563,tt0374887,movie,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,0,2003,\N,156,"Comedy,Drama"
564,tt0476735,movie,My Father and My Son,Babam ve Oglum,0,2005,\N,112,"Drama,Family"
565,tt0097937,movie,My Left Foot,My Left Foot: The Story of Christy Brown,0,1989,\N,103,"Biography,Drama"
566,tt0096283,movie,My Neighbor Totoro,Tonari no Totoro,0,1988,\N,86,"Animation,Family,Fantasy"
567,tt0293715,movie,My Sassy Girl,Yeopgijeogin geunyeo,0,2001,\N,137,"Comedy,Drama,Romance"
568,tt0327056,movie,Mystic River,Mystic River,0,2003,\N,138,"Crime,Drama,Mystery"
569,tt0087544,movie,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,0,1984,\N,117,"Adventure,Animation,Fantasy"
570,tt1821549,movie,Nebraska,Nebraska,0,2013,\N,115,"Adventure,Comedy,Drama"
571,tt0277941,movie,Ned Kelly,Ned Kelly,0,2003,\N,110,"Action,Adventure,Biography"
572,tt0169858,movie,Neon Genesis Evangelion: The End of Evangelion,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",0,1997,\N,87,"Action,Animation,Drama"
573,tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010,\N,103,"Drama,Romance,Sci-Fi"
574,tt6878306,movie,News of the World,News of the World,0,2020,\N,118,"Action,Adventure,Drama"
575,tt2872718,movie,Nightcrawler,Nightcrawler,0,2014,\N,117,"Crime,Drama,Thriller"
576,tt0247586,movie,Nine Queens,Nueve reinas,0,2000,\N,114,"Crime,Drama,Thriller"
577,tt0107692,movie,Ninja Scroll,Jûbê ninpûchô,0,1993,\N,94,"Action,Adventure,Animation"
578,tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller"
579,tt0408664,movie,Nobody Knows,Dare mo shiranai,0,2004,\N,141,Drama
580,tt0079641,movie,Nosferatu the Vampyre,Nosferatu: Phantom der Nacht,0,1979,\N,107,"Drama,Horror"
581,tt1266029,movie,Nowhere Boy,Nowhere Boy,0,2009,\N,98,"Biography,Drama,Music"
582,tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,\N,107,"Adventure,Comedy,Crime"
583,tt2283748,movie,OMG: Oh My God!,OMG: Oh My God!,0,2012,\N,125,"Comedy,Drama,Fantasy"
584,tt0132477,movie,October Sky,October Sky,0,1999,\N,108,"Biography,Drama,Family"
585,tt0105046,movie,Of Mice and Men,Of Mice and Men,0,1992,\N,115,"Drama,Western"
586,tt5431890,movie,Official Secrets,Official Secrets,0,2019,\N,112,"Biography,Crime,Drama"
587,tt3967856,movie,Okja,Okja,0,2017,\N,120,"Action,Adventure,Drama"
588,tt0364569,movie,Oldboy,Oldeuboi,0,2003,\N,120,"Action,Drama,Mystery"
589,tt0087843,movie,Once Upon a Time in America,Once Upon a Time in America,0,1984,\N,229,"Crime,Drama"
590,tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975,\N,133,Drama
591,tt1714915,movie,Only Lovers Left Alive,Only Lovers Left Alive,0,2013,\N,123,"Comedy,Drama,Fantasy"
592,tt0102587,movie,Only Yesterday,Omohide poro poro,0,1991,\N,118,"Animation,Drama,Romance"
593,tt0316356,movie,Open Range,Open Range,0,2003,\N,139,"Action,Drama,Romance"
594,tt0125659,movie,Open Your Eyes,Abre los ojos,0,1997,\N,119,"Drama,Mystery,Sci-Fi"
595,tt0082869,movie,Outland,Outland,0,1981,\N,109,"Action,Crime,Sci-Fi"
596,tt2338151,movie,PK,PK,0,2014,\N,153,"Comedy,Drama,Musical"
597,tt1620933,movie,Paan Singh Tomar,Paan Singh Tomar,0,2012,\N,135,"Action,Biography,Crime"
598,tt4468740,movie,Paddington 2,Paddington 2,0,2017,\N,103,"Adventure,Animation,Comedy"
599,tt0089767,movie,Pale Rider,Pale Rider,0,1985,\N,115,"Drama,Western"
600,tt9484998,movie,Palm Springs,Palm Springs,0,2020,\N,90,"Comedy,Fantasy,Mystery"
601,tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War"
602,tt0070510,movie,Paper Moon,Paper Moon,0,1973,\N,102,"Comedy,Crime,Drama"
603,tt0070511,movie,Papillon,Papillon,0,1973,\N,151,"Biography,Crime,Drama"
604,tt0851578,movie,Paprika,Papurika,0,2006,\N,90,"Animation,Drama,Fantasy"
605,tt6751668,movie,Parasite,Gisaengchung,0,2019,\N,132,"Comedy,Drama,Thriller"
606,tt4572514,movie,Patriots Day,Patriots Day,0,2016,\N,133,"Action,Crime,Drama"
607,tt1092026,movie,Paul,Paul,0,2011,\N,104,"Adventure,Comedy,Sci-Fi"
608,tt1596345,movie,Pawn Sacrifice,Pawn Sacrifice,0,2014,\N,115,"Biography,Drama,Sport"
609,tt0438315,movie,Peaceful Warrior,Peaceful Warrior,0,2006,\N,120,"Drama,Romance,Sport"
610,tt0156887,movie,Perfect Blue,Pâfekuto burû,0,1997,\N,81,"Animation,Crime,Mystery"
611,tt1439572,movie,Perfect Sense,Perfect Sense,0,2011,\N,92,"Drama,Romance,Sci-Fi"
612,tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,\N,147,"Crime,Drama,Fantasy"
613,tt0808417,movie,Persepolis,Persepolis,0,2007,\N,96,"Animation,Biography,Drama"
614,tt5776858,movie,Phantom Thread,Phantom Thread,0,2017,\N,130,"Drama,Romance"
615,tt0138704,movie,Pi,Pi,0,1998,\N,84,"Drama,Horror,Mystery"
616,tt0084503,movie,Pink Floyd: The Wall,Pink Floyd: The Wall,0,1982,\N,95,"Drama,Fantasy,Music"
617,tt1131729,movie,Pirate Radio,The Boat That Rocked,0,2009,\N,135,"Comedy,Drama,Music"
618,tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,143,"Action,Adventure,Fantasy"
619,tt0134847,movie,Pitch Black,Pitch Black,0,2000,\N,109,"Action,Horror,Sci-Fi"
620,tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,\N,112,"Comedy,Music,Romance"
621,tt0091763,movie,Platoon,Platoon,0,1986,\N,120,"Drama,War"
622,tt0120789,movie,Pleasantville,Pleasantville,0,1998,\N,124,"Comedy,Drama,Fantasy"
623,tt0084516,movie,Poltergeist,Poltergeist,0,1982,\N,114,"Horror,Thriller"
624,tt0110008,movie,Pom Poko,Heisei tanuki gassen ponpoko,0,1994,\N,119,"Animation,Comedy,Drama"
625,tt0876563,movie,Ponyo,Gake no ue no Ponyo,0,2008,\N,101,"Adventure,Animation,Comedy"
626,tt0104652,movie,Porco Rosso,Kurenai no buta,0,1992,\N,94,"Adventure,Animation,Comedy"
627,tt8613070,movie,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,0,2019,\N,122,"Drama,Romance"
628,tt0082933,movie,Possession,Possession,0,1981,\N,124,"Drama,Horror"
629,tt0093773,movie,Predator,Predator,0,1987,\N,107,"Action,Adventure,Sci-Fi"
630,tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,\N,129,"Drama,Romance"
631,tt0117381,movie,Primal Fear,Primal Fear,0,1996,\N,129,"Crime,Drama,Mystery"
632,tt0119698,movie,Princess Mononoke,Mononoke-hime,0,1997,\N,134,"Action,Adventure,Animation"
633,tt1392214,movie,Prisoners,Prisoners,0,2013,\N,153,"Crime,Drama,Mystery"
634,tt0110912,movie,Pulp Fiction,Pulp Fiction,0,1994,\N,154,"Crime,Drama"
635,tt0100436,movie,Pump Up the Volume,Pump Up the Volume,0,1990,\N,102,"Comedy,Drama,Music"
636,tt3322420,movie,Queen,Queen,0,2013,\N,146,"Adventure,Comedy,Drama"
637,tt0110932,movie,Quiz Show,Quiz Show,0,1994,\N,133,"Biography,Drama,History"
638,tt1038988,movie,REC,[Rec],0,2007,\N,78,"Action,Adventure,Fantasy"
639,tt2359810,movie,Raanjhanaa,Raanjhanaa,0,2013,\N,140,"Drama,Romance"
640,tt7060344,movie,Raatchasan,Ratsasan,0,2018,\N,170,"Action,Crime,Thriller"
641,tt7098658,movie,Raazi,Raazi,0,2018,\N,138,"Action,Drama,Thriller"
642,tt1182937,movie,Rab Ne Bana Di Jodi,Rab Ne Bana Di Jodi,0,2008,\N,167,"Comedy,Drama,Music"
643,tt0316465,movie,Radio,Radio,0,2003,\N,109,"Biography,Drama,Sport"
644,tt0081398,movie,Raging Bull,Raging Bull,0,1980,\N,129,"Biography,Drama,Sport"
645,tt0101640,movie,Raise the Red Lantern,Dà hóng denglong gaogao guà,0,1991,\N,125,"Drama,History,Romance"
646,tt0089881,movie,Ran,Ran,0,1985,\N,162,"Action,Drama,War"
647,tt1192628,movie,Rango,Rango,0,2011,\N,107,"Adventure,Animation,Comedy"
648,tt0382932,movie,Ratatouille,Ratatouille,0,2007,\N,111,"Adventure,Animation,Comedy"
649,tt0089885,movie,Re-Animator,Re-Animator,0,1985,\N,104,"Comedy,Horror,Sci-Fi"
650,tt1677720,movie,Ready Player One,Ready Player One,0,2018,\N,140,"Action,Adventure,Sci-Fi"
651,tt0433035,movie,Real Steel,Real Steel,0,2011,\N,127,"Action,Drama,Sci-Fi"
652,tt0425637,movie,Red Cliff,Chi bi,0,2008,\N,288,"Action,Adventure,Drama"
653,tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,\N,113,"Biography,Drama,Sport"
654,tt0294870,movie,Rent,Rent,0,2005,\N,135,"Drama,Musical,Romance"
655,tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama
656,tt0462504,movie,Rescue Dawn,Rescue Dawn,0,2006,\N,120,"Action,Biography,Drama"
657,tt0105236,movie,Reservoir Dogs,Reservoir Dogs,0,1992,\N,99,"Crime,Drama,Thriller"
658,tt1436562,movie,Rio,Rio,0,2011,\N,96,"Adventure,Animation,Comedy"
659,tt1446192,movie,Rise of the Guardians,Rise of the Guardians,0,2012,\N,97,"Action,Adventure,Animation"
660,tt0070608,movie,Robin Hood,Robin Hood,0,1973,\N,83,"Adventure,Animation,Comedy"
661,tt0093870,movie,RoboCop,RoboCop,0,1987,\N,102,"Action,Crime,Sci-Fi"
662,tt1990314,movie,Robot & Frank,Robot & Frank,0,2012,\N,89,"Comedy,Crime,Drama"
663,tt1839596,movie,Rockstar,Rockstar,0,2011,\N,159,"Drama,Music,Musical"
664,tt0075148,movie,Rocky,Rocky,0,1976,\N,120,"Drama,Sport"
665,tt0479143,movie,Rocky Balboa,Rocky Balboa,0,2006,\N,102,"Action,Drama,Sport"
666,tt0079817,movie,Rocky II,Rocky II,0,1979,\N,119,"Drama,Sport"
667,tt0089927,movie,Rocky IV,Rocky IV,0,1985,\N,91,"Drama,Sport"
668,tt3748528,movie,Rogue One: A Star Wars Story,Rogue One,0,2016,\N,133,"Action,Adventure,Sci-Fi"
669,tt0108002,movie,Rudy,Rudy,0,1993,\N,114,"Biography,Drama,Sport"
670,tt0128445,movie,Rushmore,Rushmore,0,1998,\N,93,"Comedy,Drama,Romance"
671,tt2053425,movie,Rust and Bone,De rouille et d'os,0,2012,\N,120,"Drama,Romance"
672,tt0133189,movie,SLC Punk!,SLC Punk!,0,1998,\N,97,"Comedy,Drama,Music"
673,tt6452574,movie,Sanju,Sanju,0,2018,\N,155,"Biography,Comedy,Drama"
674,tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War"
675,tt0387564,movie,Saw,Saw,0,2004,\N,103,"Horror,Mystery,Thriller"
676,tt0108052,movie,Schindler's List,Schindler's List,0,1993,\N,195,"Biography,Drama,History"
677,tt0332379,movie,School of Rock,The School of Rock,0,2003,\N,109,"Comedy,Music"
678,tt0446029,movie,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0,2010,\N,112,"Action,Comedy,Fantasy"
679,tt0117571,movie,Scream,Scream,0,1996,\N,111,"Horror,Mystery"
680,tt0176904,movie,Scream,Kryk,0,1996,\N,\N,Documentary
681,tt0114369,movie,Se7en,Se7en,0,1995,\N,127,"Crime,Drama,Mystery"
682,tt0329575,movie,Seabiscuit,Seabiscuit,0,2003,\N,140,"Drama,History,Sport"
683,tt0108065,movie,Searching for Bobby Fischer,Searching for Bobby Fischer,0,1993,\N,109,"Biography,Drama,Sport"
684,tt1028576,movie,Secretariat,Secretariat,0,2010,\N,123,"Biography,Drama,Family"
685,tt0117589,movie,Secrets & Lies,Secrets & Lies,0,1996,\N,136,"Comedy,Drama"
686,tt1020072,movie,Selma,Selma,0,2014,\N,128,"Biography,Drama,History"
687,tt0114388,movie,Sense and Sensibility,Sense and Sensibility,0,1995,\N,136,"Drama,Romance"
688,tt0479537,movie,Seraphim Falls,Seraphim Falls,0,2006,\N,115,"Action,Drama,Thriller"
689,tt0379786,movie,Serenity,Serenity,0,2005,\N,119,"Action,Adventure,Sci-Fi"
690,tt0070666,movie,Serpico,Serpico,0,1973,\N,130,"Biography,Crime,Drama"
691,tt0184894,movie,Shanghai Noon,Shanghai Noon,0,2000,\N,110,"Action,Adventure,Comedy"
692,tt0286112,movie,Shaolin Soccer,Siu Lam juk kau,0,2001,\N,113,"Action,Comedy,Family"
693,tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,"Comedy,Horror"
694,tt2872750,movie,Shaun the Sheep Movie,Shaun the Sheep Movie,0,2015,\N,85,"Adventure,Animation,Comedy"
695,tt0988045,movie,Sherlock Holmes,Sherlock Holmes,0,2009,\N,128,"Action,Adventure,Mystery"
696,tt1515091,movie,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,0,2011,\N,129,"Action,Adventure,Mystery"
697,tt0117631,movie,Shine,Shine,0,1996,\N,105,"Biography,Drama,Music"
698,tt0073707,movie,Sholay,Sholay,0,1975,\N,204,"Action,Adventure,Comedy"
699,tt8075192,movie,Shoplifters,Manbiki kazoku,0,2018,\N,121,"Crime,Drama"
700,tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy"
701,tt1130884,movie,Shutter Island,Shutter Island,0,2010,\N,138,"Mystery,Thriller"
702,tt3397884,movie,Sicario,Sicario,0,2015,\N,121,"Action,Crime,Drama"
703,tt0091954,movie,Sid and Nancy,Sid and Nancy,0,1986,\N,112,"Biography,Drama,Music"
704,tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance"
