,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
168,tt0106519,movie,Carlito's Way,Carlito's Way,0,1993,\N,144,"Crime,Drama,Thriller"
169,tt0074285,movie,Carrie,Carrie,0,1976,\N,98,Horror
170,tt0317219,movie,Cars,Cars,0,2006,\N,117,"Animation,Comedy,Family"
171,tt0112641,movie,Casino,Casino,0,1995,\N,178,"Crime,Drama"
172,tt0381061,movie,Casino Royale,Casino Royale,0,2006,\N,144,"Action,Adventure,Thriller"
173,tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance"
174,tt0092067,movie,Castle in the Sky,Tenkû no shiro Rapyuta,0,1986,\N,125,"Adventure,Animation,Drama"
175,tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama"
176,tt1242422,movie,Celda 211,Celda 211,0,2009,\N,113,"Action,Adventure,Crime"
177,tt0871510,movie,Chak De! India,Chak De! India,0,2007,\N,153,"Drama,Family,Sport"
178,tt0824747,movie,Changeling,Changeling,0,2008,\N,141,"Biography,Crime,Drama"
179,tt0082158,movie,Chariots of Fire,Chariots of Fire,0,1981,\N,125,"Biography,Drama,Sport"
180,tt1629757,movie,Chasing Mavericks,Chasing Mavericks,0,2012,\N,116,"Biography,Drama,Sport"
181,tt0892255,movie,Che: Part One,Che: Part One,0,2008,\N,134,"Biography,Drama,History"
182,tt9052870,movie,Chhichhore,Chhichhore,0,2019,\N,143,"Comedy,Drama"
183,tt0299658,movie,Chicago,Chicago,0,2002,\N,113,"Comedy,Crime,Musical"
184,tt0118849,movie,Children of Heaven,Bacheha-Ye aseman,0,1997,\N,89,"Drama,Family,Sport"
185,tt0206634,movie,Children of Men,Children of Men,0,2006,\N,109,"Adventure,Drama,Sci-Fi"
186,tt0071315,movie,Chinatown,Chinatown,0,1974,\N,130,"Drama,Mystery,Thriller"
187,tt1706593,movie,Chronicle,Chronicle,0,2012,\N,89,"Drama,Sci-Fi,Thriller"
188,tt0109424,movie,Chungking Express,Chung Hing sam lam,0,1994,\N,102,"Comedy,Crime,Drama"
189,tt0352248,movie,Cinderella Man,Cinderella Man,0,2005,\N,144,"Biography,Drama,History"
190,tt0095765,movie,Cinema Paradiso,Nuovo Cinema Paradiso,0,1988,\N,155,"Drama,Romance"
191,tt0101587,movie,City Slickers,City Slickers,0,1991,\N,113,"Comedy,Western"
192,tt0317248,movie,City of God,Cidade de Deus,0,2002,\N,130,"Crime,Drama"
193,tt0075860,movie,Close Encounters of the Third Kind,Close Encounters of the Third Kind,0,1977,\N,138,"Drama,Sci-Fi"
194,tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012,\N,172,"Action,Drama,Mystery"
195,tt1060277,movie,Cloverfield,Cloverfield,0,2008,\N,85,"Action,Horror,Sci-Fi"
196,tt0393162,movie,Coach Carter,Coach Carter,0,2005,\N,136,"Biography,Drama,Sport"
197,tt0379217,movie,Coffee and Cigarettes,Coffee and Cigarettes,0,2003,\N,95,"Comedy,Drama,Music"
198,tt2866360,movie,Coherence,Coherence,0,2013,\N,89,"Drama,Horror,Mystery"
199,tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,"Adventure,Drama,History"
200,tt6543652,movie,Cold War,Zimna wojna,0,2018,\N,89,"Drama,History,Music"
201,tt0091251,movie,Come and See,Idi i smotri,0,1985,\N,142,"Drama,Thriller,War"
202,tt3322364,movie,Concussion,Concussion,0,2015,\N,123,"Biography,Drama,Sport"
203,tt1590089,movie,Confessions,Kokuhaku,0,2010,\N,106,"Drama,Thriller"
204,tt0118884,movie,Contact,Contact,0,1997,\N,150,"Drama,Mystery,Sci-Fi"
205,tt0421082,movie,Control,Control,0,2007,\N,122,"Biography,Drama,Music"
206,tt0106611,movie,Cool Runnings,Cool Runnings,0,1993,\N,98,"Adventure,Comedy,Family"
207,tt0327597,movie,Coraline,Coraline,0,2009,\N,100,"Animation,Drama,Family"
208,tt0121164,movie,Corpse Bride,Corpse Bride,0,2005,\N,77,"Animation,Drama,Family"
209,tt0275277,movie,Cowboy Bebop: The Movie,Cowboy Bebop: Tengoku no tobira,0,2001,\N,115,"Action,Animation,Crime"
210,tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,"Action,Sci-Fi,Thriller"
211,tt1263670,movie,Crazy Heart,Crazy Heart,0,2009,\N,112,"Drama,Music,Romance"
212,tt6343314,movie,Creed II,Creed II,0,2018,\N,130,"Drama,Sport"
213,tt0112740,movie,Crimson Tide,Crimson Tide,0,1995,\N,116,"Action,Drama,Thriller"
214,tt0074695,movie,Cross of Iron,Cross of Iron,0,1977,\N,132,"Drama,War"
215,tt0190332,movie,"Crouching Tiger, Hidden Dragon",Wo hu cang long,0,2000,\N,120,"Action,Adventure,Fantasy"
216,tt0123755,movie,Cube,Cube,0,1997,\N,90,"Drama,Mystery,Sci-Fi"
217,tt0790636,movie,Dallas Buyers Club,Dallas Buyers Club,0,2013,\N,117,"Biography,Drama"
218,tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,\N,140,"Crime,Drama,Musical"
219,tt0099348,movie,Dances with Wolves,Dances with Wolves,0,1990,\N,181,"Adventure,Drama,Western"
220,tt5074352,movie,Dangal,Dangal,0,2016,\N,161,"Action,Biography,Drama"
221,tt0094947,movie,Dangerous Liaisons,Dangerous Liaisons,0,1988,\N,119,"Drama,Romance"
222,tt1772288,movie,Danny Collins,Danny Collins,0,2015,\N,106,"Biography,Comedy,Drama"
223,tt10554232,movie,Dara of Jasenovac,Dara iz Jasenovca,0,2020,\N,130,"Drama,War"
224,tt1360860,movie,Darbareye Elly,Darbareye Elly,0,2009,\N,119,"Drama,Mystery"
225,tt0118929,movie,Dark City,Dark City,0,1998,\N,100,"Mystery,Sci-Fi,Thriller"
226,tt9071322,movie,Dark Waters,Dark Waters,0,2019,\N,126,"Biography,Drama,History"
227,tt4555426,movie,Darkest Hour,Darkest Hour,0,2017,\N,125,"Biography,Drama,History"
228,tt0082096,movie,Das Boot,Das Boot,0,1981,\N,149,"Adventure,Drama,Thriller"
229,tt0363547,movie,Dawn of the Dead,Dawn of the Dead,0,2004,\N,101,"Action,Horror"
230,tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,\N,130,"Action,Adventure,Drama"
231,tt0077405,movie,Days of Heaven,Days of Heaven,0,1978,\N,94,"Drama,Romance"
232,tt0103873,movie,Dead Alive,Braindead,0,1992,\N,104,"Comedy,Fantasy,Horror"
233,tt0112817,movie,Dead Man,Dead Man,0,1995,\N,121,"Adventure,Drama,Fantasy"
234,tt0097165,movie,Dead Poets Society,Dead Poets Society,0,1989,\N,128,"Comedy,Drama"
235,tt0094964,movie,Dead Ringers,Dead Ringers,0,1988,\N,116,"Drama,Horror,Thriller"
236,tt1431045,movie,Deadpool,Deadpool,0,2016,\N,108,"Action,Adventure,Comedy"
237,tt5463162,movie,Deadpool 2,Deadpool 2,0,2018,\N,119,"Action,Adventure,Comedy"
238,tt5946128,movie,Dear Zindagi,Dear Zindagi,0,2016,\N,151,"Drama,Romance"
239,tt0758742,movie,Death Note,Death Note: Desu nôto,0,2006,\N,126,"Crime,Drama,Fantasy"
240,tt0073582,movie,Deep Red,Profondo rosso,0,1975,\N,127,"Horror,Mystery,Thriller"
241,tt0453467,movie,Deja Vu,Deja Vu,0,2006,\N,126,"Action,Crime,Sci-Fi"
242,tt0068473,movie,Deliverance,Deliverance,0,1972,\N,109,"Adventure,Drama,Thriller"
243,tt1069238,movie,Departures,Okuribito,0,2008,\N,130,"Drama,Music"
244,tt1323594,movie,Despicable Me,Despicable Me,0,2010,\N,95,"Animation,Comedy,Crime"
245,tt1690953,movie,Despicable Me 2,Despicable Me 2,0,2013,\N,98,"Adventure,Animation,Comedy"
246,tt0165710,movie,Detroit Rock City,Detroit Rock City,0,1999,\N,95,"Comedy,Music"
247,tt1327035,movie,Dev.D,Dev.D,0,2009,\N,144,"Drama,Romance"
248,tt0095016,movie,Die Hard,Die Hard,0,1988,\N,132,"Action,Thriller"
249,tt0112864,movie,Die Hard with a Vengeance,Die Hard: With a Vengeance,0,1995,\N,128,"Action,Adventure,Thriller"
250,tt0292490,movie,Dil Chahta Hai,Dil Chahta Hai,0,2001,\N,183,"Comedy,Drama,Romance"
251,tt0112870,movie,Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge,0,1995,\N,189,"Drama,Romance"
252,tt0092890,movie,Dirty Dancing,Dirty Dancing,0,1987,\N,100,"Drama,Music,Romance"
253,tt1136608,movie,District 9,District 9,0,2009,\N,112,"Action,Sci-Fi,Thriller"
254,tt0414852,movie,District B13,Banlieue 13,0,2004,\N,84,"Action,Crime,Sci-Fi"
255,tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,"Drama,Western"
256,tt0097216,movie,Do the Right Thing,Do the Right Thing,0,1989,\N,120,"Comedy,Drama"
257,tt5606664,movie,Doctor Sleep,Doctor Sleep,0,2019,\N,152,"Drama,Fantasy,Horror"
258,tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy"
259,tt0072890,movie,Dog Day Afternoon,Dog Day Afternoon,0,1975,\N,125,"Biography,Crime,Drama"
260,tt0276919,movie,Dogville,Dogville,0,2003,\N,178,"Crime,Drama"
261,tt0119008,movie,Donnie Brasco,Donnie Brasco,0,1997,\N,127,"Biography,Crime,Drama"
262,tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Mystery,Sci-Fi"
263,tt0363163,movie,Downfall,Der Untergang,0,2004,\N,156,"Biography,Drama,History"
264,tt2263944,movie,Dragon Ball Z: Battle of Gods,Dragon Ball Z: Doragon bôru Z - Kami to Kami,0,2013,\N,85,"Action,Adventure,Animation"
265,tt1343727,movie,Dredd,Dredd,0,2012,\N,95,"Action,Crime,Sci-Fi"
266,tt4430212,movie,Drishyam,Drishyam,0,2015,\N,163,"Crime,Drama,Mystery"
267,tt0067140,movie,Duck You Sucker,Giù la testa,0,1971,\N,157,"Drama,War,Western"
268,tt5013056,movie,Dunkirk,Dunkirk,0,2017,\N,106,"Action,Drama,History"
269,tt0083866,movie,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,0,1982,\N,115,"Family,Sci-Fi"
270,tt0109707,movie,Ed Wood,Ed Wood,0,1994,\N,127,"Biography,Comedy,Drama"
271,tt1083452,movie,Eddie the Eagle,Eddie the Eagle,0,2015,\N,106,"Biography,Comedy,Drama"
272,tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,\N,113,"Action,Adventure,Sci-Fi"
273,tt0099487,movie,Edward Scissorhands,Edward Scissorhands,0,1990,\N,105,"Drama,Fantasy,Romance"
274,tt0067866,movie,El Topo,El Topo,0,1970,\N,125,"Drama,Western"
275,tt0861739,movie,Elite Squad,Tropa de Elite,0,2007,\N,115,"Action,Crime,Drama"
276,tt1555149,movie,Elite Squad 2: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,0,2010,\N,115,"Action,Crime,Drama"
277,tt0092965,movie,Empire of the Sun,Empire of the Sun,0,1987,\N,153,"Action,Drama,History"
278,tt0461770,movie,Enchanted,Enchanted,0,2007,\N,107,"Animation,Comedy,Family"
279,tt0215750,movie,Enemy at the Gates,Enemy at the Gates,0,2001,\N,131,"Drama,History,War"
280,tt2181931,movie,English Vinglish,English Vinglish,0,2012,\N,134,"Comedy,Drama,Family"
281,tt1305797,movie,Enthiran,Enthiran,0,2010,\N,155,"Action,Sci-Fi"
282,tt0238380,movie,Equilibrium,Equilibrium,0,2002,\N,107,"Action,Drama,Sci-Fi"
283,tt0074486,movie,Eraserhead,Eraserhead,0,1977,\N,89,"Fantasy,Horror"
284,tt0082340,movie,Escape from New York,Escape from New York,0,1981,\N,99,"Action,Adventure,Sci-Fi"
285,tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,"Drama,Romance,Sci-Fi"
286,tt0092991,movie,Evil Dead II,Evil Dead II,0,1987,\N,84,"Action,Comedy,Fantasy"
287,tt0470752,movie,Ex Machina,Ex Machina,0,2014,\N,108,"Drama,Sci-Fi,Thriller"
288,tt2057392,movie,Eye in the Sky,Eye in the Sky,0,2015,\N,102,"Action,Drama,Thriller"
289,tt0119094,movie,Face/Off,Face/Off,0,1997,\N,138,"Action,Crime,Sci-Fi"
290,tt0112913,movie,Fallen Angels,Do lok tin si,0,1995,\N,99,"Comedy,Crime,Drama"
291,tt0120910,movie,Fantasia 2000,Fantasia 2000,0,1999,\N,75,"Animation,Comedy,Family"
292,tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,"Adventure,Animation,Comedy"
293,tt0070544,movie,Fantastic Planet,La planète sauvage,0,1973,\N,72,"Animation,Sci-Fi"
294,tt0104231,movie,Far and Away,Far and Away,0,1992,\N,140,"Adventure,Drama,Romance"
295,tt0106332,movie,Farewell My Concubine,Ba wang bie ji,0,1993,\N,171,"Drama,Music,Romance"
296,tt0116282,movie,Fargo,Fargo,0,1996,\N,98,"Crime,Drama,Thriller"
297,tt0120669,movie,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,0,1998,\N,118,"Adventure,Comedy,Drama"
298,tt0446059,movie,Fearless,Huo Yuan Jia,0,2006,\N,104,"Action,Biography,Drama"
299,tt0067093,movie,Fiddler on the Roof,Fiddler on the Roof,0,1971,\N,181,"Drama,Family,Musical"
300,tt0097351,movie,Field of Dreams,Field of Dreams,0,1989,\N,107,"Drama,Family,Fantasy"
301,tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama
302,tt6513120,movie,Fighting with My Family,Fighting with My Family,0,2019,\N,108,"Biography,Comedy,Drama"
303,tt0385700,movie,Final Fantasy VII: Advent Children,Fainaru fantajî sebun adobento chirudoren,0,2005,\N,101,"Action,Adventure,Animation"
304,tt2277860,movie,Finding Dory,Finding Dory,0,2016,\N,97,"Adventure,Animation,Comedy"
305,tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,\N,100,"Adventure,Animation,Comedy"
306,tt0308644,movie,Finding Neverland,Finding Neverland,0,2004,\N,106,"Biography,Drama,Family"
307,tt0119250,movie,Fireworks,Hana-bi,0,1997,\N,103,"Crime,Drama,Romance"
308,tt0119169,movie,Fireworks,Fuochi d'artificio,0,1997,\N,100,"Comedy,Romance"
309,tt0083944,movie,First Blood,First Blood,0,1982,\N,93,"Action,Adventure"
310,tt0083946,movie,Fitzcarraldo,Fitzcarraldo,0,1982,\N,158,"Adventure,Drama"
311,tt4136084,movie,Florence Foster Jenkins,Florence Foster Jenkins,0,2016,\N,111,"Biography,Comedy,Drama"
312,tt1950186,movie,Ford v Ferrari,Ford v Ferrari,0,2019,\N,152,"Action,Biography,Drama"
313,tt0109830,movie,Forrest Gump,Forrest Gump,0,1994,\N,142,"Drama,Romance"
314,tt1100089,movie,Foxcatcher,Foxcatcher,0,2014,\N,134,"Biography,Drama,History"
315,tt2347569,movie,Frances Ha,Frances Ha,0,2012,\N,86,"Comedy,Drama,Romance"
316,tt1124037,movie,Free State of Jones,Free State of Jones,0,2016,\N,139,"Action,Biography,Drama"
317,tt0186151,movie,Frequency,Frequency,0,2000,\N,118,"Crime,Drama,Mystery"
318,tt0910554,movie,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,0,2009,\N,83,"Comedy,Sci-Fi"
319,tt0390022,movie,Friday Night Lights,Friday Night Lights,0,2004,\N,118,"Action,Drama,Sport"
320,tt1798188,movie,From Up on Poppy Hill,Kokuriko-zaka kara,0,2011,\N,91,"Animation,Drama,Family"
321,tt0870111,movie,Frost/Nixon,Frost/Nixon,0,2008,\N,122,"Biography,Drama,History"
322,tt4520988,movie,Frozen II,Frozen II,0,2019,\N,103,"Adventure,Animation,Comedy"
323,tt2334649,movie,Fruitvale Station,Fruitvale Station,0,2013,\N,85,"Biography,Crime,Drama"
324,tt0093058,movie,Full Metal Jacket,Full Metal Jacket,0,1987,\N,116,"Drama,War"
325,tt2713180,movie,Fury,Fury,0,2014,\N,134,"Action,Drama,War"
326,tt0384116,movie,G.O.R.A.,G.O.R.A.,0,2004,\N,127,"Adventure,Comedy,Sci-Fi"
327,tt0177789,movie,Galaxy Quest,Galaxy Quest,0,1999,\N,102,"Adventure,Comedy,Sci-Fi"
328,tt0082432,movie,Gallipoli,Gallipoli,0,1981,\N,110,"Adventure,Drama,History"
329,tt0083987,movie,Gandhi,Gandhi,0,1982,\N,191,"Biography,Drama,History"
330,tt1954470,movie,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,\N,321,"Action,Comedy,Crime"
331,tt0119177,movie,Gattaca,Gattaca,0,1997,\N,106,"Drama,Sci-Fi,Thriller"
332,tt0107007,movie,Gettysburg,Gettysburg,0,1993,\N,271,"Drama,History,War"
333,tt0113568,movie,Ghost in the Shell,Kôkaku Kidôtai,0,1995,\N,83,"Action,Animation,Crime"
334,tt0347246,movie,Ghost in the Shell 2: Innocence,Inosensu: Innocence,0,2004,\N,100,"Action,Animation,Drama"
335,tt0087332,movie,Ghostbusters,Ghostbusters,0,1984,\N,105,"Action,Comedy,Fantasy"
336,tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama"
337,tt0104348,movie,Glengarry Glen Ross,Glengarry Glen Ross,0,1992,\N,100,"Crime,Drama,Mystery"
338,tt0097441,movie,Glory,Glory,0,1989,\N,122,"Biography,Drama,History"
339,tt0385726,movie,Glory Road,Glory Road,0,2006,\N,118,"Biography,Drama,Sport"
340,tt5635086,movie,God's Own Country,God's Own Country,0,2017,\N,104,"Drama,Romance"
341,tt0452623,movie,Gone Baby Gone,Gone Baby Gone,0,2007,\N,114,"Crime,Drama,Mystery"
342,tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller"
343,tt0301357,movie,Good Bye Lenin!,Good Bye Lenin!,0,2003,\N,121,"Comedy,Drama,Romance"
344,tt0093105,movie,"Good Morning, Vietnam","Good Morning, Vietnam",0,1987,\N,121,"Biography,Comedy,Drama"
345,tt0433383,movie,"Good Night, and Good Luck.","Good Night, and Good Luck.",0,2005,\N,93,"Biography,Drama,History"
346,tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997,\N,126,"Drama,Romance"
347,tt0099685,movie,Goodfellas,Goodfellas,0,1990,\N,146,"Biography,Crime,Drama"
348,tt1456635,movie,Goon,Goon,0,2011,\N,92,"Comedy,Drama,Sport"
349,tt1205489,movie,Gran Torino,Gran Torino,0,2008,\N,116,Drama
350,tt0095327,movie,Grave of the Fireflies,Hotaru no haka,0,1988,\N,89,"Animation,Drama,War"
351,tt1454468,movie,Gravity,Gravity,0,2013,\N,91,"Drama,Sci-Fi,Thriller"
352,tt0077631,movie,Grease,Grease,0,1978,\N,110,"Musical,Romance"
353,tt6966692,movie,Green Book,Green Book,0,2018,\N,130,"Biography,Comedy,Drama"
354,tt0385002,movie,Green Street Hooligans,Hooligans,0,2005,\N,109,"Crime,Drama,Sport"
355,tt0087363,movie,Gremlins,Gremlins,0,1984,\N,106,"Comedy,Fantasy,Horror"
356,tt0421206,movie,Gridiron Gang,Gridiron Gang,0,2006,\N,125,"Biography,Crime,Drama"
357,tt0462322,movie,Grindhouse,Grindhouse,0,2007,\N,191,"Action,Horror,Thriller"
358,tt0107048,movie,Groundhog Day,Groundhog Day,0,1993,\N,101,"Comedy,Fantasy,Romance"
359,tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,\N,121,"Action,Adventure,Comedy"
360,tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,\N,136,"Action,Adventure,Comedy"
361,tt2395469,movie,Gully Boy,Gully Boy,0,2019,\N,154,"Drama,Music,Romance"
362,tt1028532,movie,Hachi: A Dog's Tale,Hachi: A Dog's Tale,0,2009,\N,93,"Biography,Drama,Family"
363,tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,0,2016,\N,139,"Biography,Drama,History"
364,tt3390572,movie,Haider,Haider,0,2014,\N,160,"Action,Crime,Drama"
365,tt0079261,movie,Hair,Hair,0,1979,\N,121,"Comedy,Drama,Musical"
366,tt0077651,movie,Halloween,Halloween,0,1978,\N,91,"Horror,Thriller"
367,tt8503618,movie,Hamilton,Hamilton,0,2020,\N,160,"Biography,Drama,History"
368,tt0116483,movie,Happy Gilmore,Happy Gilmore,0,1996,\N,92,"Comedy,Sport"
369,tt0104684,movie,Hard Boiled,Lat sau san taam,0,1992,\N,128,"Action,Crime,Thriller"
370,tt0067185,movie,Harold and Maude,Harold and Maude,0,1971,\N,91,"Comedy,Drama,Romance"
371,tt0926084,movie,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,0,2010,\N,146,"Adventure,Family,Fantasy"
372,tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011,\N,130,"Adventure,Drama,Fantasy"
373,tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,\N,157,"Adventure,Family,Fantasy"
374,tt0417741,movie,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,0,2009,\N,153,"Action,Adventure,Family"
375,tt0373889,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,\N,138,"Action,Adventure,Family"
376,tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,"Adventure,Family,Fantasy"
377,tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,\N,152,"Adventure,Family,Fantasy"
378,tt0124718,movie,He Got Game,He Got Game,0,1998,\N,136,"Drama,Sport"
379,tt0347048,movie,Head-On,Gegen die Wand,0,2004,\N,121,"Drama,Romance"
380,tt0113277,movie,Heat,Heat,0,1995,\N,170,"Crime,Drama,Thriller"
381,tt0248845,movie,Hedwig and the Angry Inch,Hedwig and the Angry Inch,0,2001,\N,95,"Comedy,Drama,Music"
382,tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,0,2008,\N,120,"Action,Adventure,Fantasy"
383,tt0097499,movie,Henry V,Henry V,0,1989,\N,137,"Action,Biography,Drama"
384,tt1798709,movie,Her,Her,0,2013,\N,126,"Drama,Romance,Sci-Fi"
385,tt0242519,movie,Hera Pheri,Hera Pheri,0,2000,\N,156,"Action,Comedy,Crime"
386,tt0119282,movie,Hercules,Hercules,0,1997,\N,93,"Adventure,Animation,Comedy"
387,tt7784604,movie,Hereditary,Hereditary,0,2018,\N,127,"Drama,Horror,Mystery"
388,tt0299977,movie,Hero,Ying xiong,0,2002,\N,120,"Action,Adventure,History"
389,tt0317648,movie,Hidalgo,Hidalgo,0,2004,\N,136,"Action,Adventure,Biography"
390,tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,\N,127,"Biography,Drama,History"
391,tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music"
392,tt0068699,movie,High Plains Drifter,High Plains Drifter,0,1973,\N,105,"Drama,Mystery,Western"
393,tt0099785,movie,Home Alone,Home Alone,0,1990,\N,103,"Comedy,Family"
394,tt0091217,movie,Hoosiers,Hoosiers,0,1986,\N,114,"Drama,Sport"
395,tt5478478,movie,Hostiles,Hostiles,0,2017,\N,134,"Drama,Western"
396,tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,\N,121,"Action,Comedy,Mystery"
397,tt5461944,movie,Hotel Mumbai,Hotel Mumbai,0,2018,\N,123,"Action,Drama,History"
398,tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,\N,121,"Biography,Drama,History"
399,tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation"
400,tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,0,2014,\N,102,"Action,Adventure,Animation"
401,tt2386490,movie,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,0,2019,\N,104,"Action,Adventure,Animation"
402,tt0347149,movie,Howl's Moving Castle,Hauru no ugoku shiro,0,2004,\N,119,"Adventure,Animation,Family"
403,tt0970179,movie,Hugo,Hugo,0,2011,\N,126,"Drama,Family,Fantasy"
404,tt4698684,movie,Hunt for the Wilderpeople,Hunt for the Wilderpeople,0,2016,\N,101,"Adventure,Comedy,Drama"
405,tt0410097,movie,Hustle & Flow,Hustle & Flow,0,2005,\N,116,"Crime,Drama,Music"
406,tt0480249,movie,I Am Legend,I Am Legend,0,2007,\N,101,"Action,Adventure,Drama"
407,tt1424797,movie,I Killed My Mother,J'ai tué ma mère,0,2009,\N,96,"Drama,Romance"
408,tt9806192,movie,I Lost My Body,J'ai perdu mon corps,0,2019,\N,81,"Animation,Drama,Fantasy"
409,tt2884206,movie,I Origins,I Origins,0,2014,\N,106,"Drama,Mystery,Romance"
410,tt1588170,movie,I Saw the Devil,Ang-ma-reul bo-at-da,0,2010,\N,144,"Action,Crime,Drama"
411,tt0368794,movie,I'm Not There,I'm Not There,0,2007,\N,135,"Biography,Drama,Music"
412,tt0343818,movie,"I, Robot","I, Robot",0,2004,\N,115,"Action,Drama,Sci-Fi"
413,tt5580036,movie,"I, Tonya","I, Tonya",0,2017,\N,119,"Biography,Comedy,Drama"
414,tt0268380,movie,Ice Age,Ice Age,0,2002,\N,81,"Adventure,Animation,Comedy"
415,tt0110877,movie,Il Postino,Il postino,0,1994,\N,108,"Biography,Comedy,Drama"
416,tt0780536,movie,In Bruges,In Bruges,0,2008,\N,107,"Comedy,Crime,Drama"
417,tt1340107,movie,In a Better World,Hævnen,0,2010,\N,118,"Drama,Romance"
418,tt0118694,movie,In the Mood for Love,Fa yeung nin wah,0,2000,\N,98,"Drama,Romance"
419,tt0107207,movie,In the Name of the Father,In the Name of the Father,0,1993,\N,133,"Biography,Crime,Drama"
420,tt1255953,movie,Incendies,Incendies,0,2010,\N,131,"Drama,Mystery,War"
421,tt1375666,movie,Inception,Inception,0,2010,\N,148,"Action,Adventure,Sci-Fi"
422,tt3606756,movie,Incredibles 2,Incredibles 2,0,2018,\N,118,"Action,Adventure,Animation"
423,tt0116629,movie,Independence Day,Independence Day,0,1996,\N,145,"Action,Adventure,Sci-Fi"
424,tt0097576,movie,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,0,1989,\N,127,"Action,Adventure"
425,tt0338564,movie,Infernal Affairs,Mou gaan dou,0,2002,\N,101,"Action,Crime,Drama"
426,tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,"Adventure,Drama,War"
427,tt2042568,movie,Inside Llewyn Davis,Inside Llewyn Davis,0,2013,\N,104,"Comedy,Drama,Music"
428,tt0454848,movie,Inside Man,Inside Man,0,2006,\N,129,"Crime,Drama,Mystery"
429,tt0816692,movie,Interstellar,Interstellar,0,2014,\N,169,"Adventure,Drama,Sci-Fi"
430,tt0110148,movie,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,0,1994,\N,123,"Drama,Horror"
431,tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,"Adventure,Biography,Drama"
432,tt0077745,movie,Invasion of the Body Snatchers,Invasion of the Body Snatchers,0,1978,\N,115,"Horror,Sci-Fi"
433,tt1057500,movie,Invictus,Invictus,0,2009,\N,134,"Biography,Drama,History"
434,tt0445990,movie,Invincible,Invincible,0,2006,\N,105,"Biography,Drama,Sport"
435,tt1220719,movie,Ip Man,Yip Man,0,2008,\N,106,"Action,Biography,Drama"
