,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
1200,nm0001290,Richard E. Grant,1957,\N,"actor,soundtrack,director","tt4595882,tt0094336,tt0280707,tt0102070"
1201,nm0002070,Richard Farnsworth,1920,2000,"actor,stunts,soundtrack","tt0087781,tt0088727,tt0166896,tt0100157"
1202,nm0000152,Richard Gere,1949,\N,"actor,soundtrack,producer","tt0100405,tt0358135,tt0119395,tt0299658"
1203,nm0001321,Richard Harris,1930,2002,"actor,soundtrack,producer","tt0105695,tt0245844,tt0172495,tt0061439"
1204,nm0003496,Richard Jenkins,\N,\N,"assistant_director,miscellaneous,location_management","tt0075232,tt0075925,tt0077921,tt0087799"
1205,nm0454236,Richard Kind,1956,\N,"actor,writer,soundtrack","tt0120623,tt1019452,tt2096673,tt1024648"
1206,nm0001640,Richard Pryor,1940,2005,"actor,writer,producer","tt0082121,tt0075223,tt0086393,tt0098282"
1207,nm0001796,Richard Thomas,1951,\N,"actor,director,producer","tt0080421,tt0185014,tt0099864,tt0068149"
1208,nm1936048,Rick Cosnett,\N,\N,"actor,producer,director","tt1405406,tt5574766,tt0907831,tt4428122"
1209,nm0001548,Rick Moranis,1953,\N,"actor,writer,producer","tt0091419,tt0087332,tt0098067,tt0094012"
1210,nm0315041,Ricky Gervais,1961,\N,"writer,producer,actor","tt0290978,tt1058017,tt0445114,tt0995039"
1211,nm0452860,Rinko Kikuchi,1981,\N,"actress,director,writer","tt1663662,tt3263614,tt0449467,tt0844286"
1212,nm0001800,Rip Torn,1931,2019,"actor,soundtrack,director","tt0240515,tt0364725,tt0103466,tt0119654"
1213,nm0000028,Rita Hayworth,1918,1987,"actress,soundtrack,producer","tt0035103,tt0036723,tt0038559,tt0040525"
1214,nm0001549,Rita Moreno,1931,\N,"actress,soundtrack,producer","tt0055614,tt0049408,tt0167742,tt0118421"
1215,nm0000203,River Phoenix,1970,1993,"actor,soundtrack","tt0096018,tt0102494,tt0092005,tt0091557"
1216,nm1117791,Rob Corddry,1971,\N,"actor,writer,producer","tt1588173,tt2637294,tt1231587,tt1325113"
1217,nm0000507,Rob Lowe,1964,\N,"actor,producer,soundtrack","tt0118884,tt0105793,tt0090060,tt0086066"
1218,nm1443527,Rob Riggle,1970,\N,"actor,writer,producer","tt0115147,tt1232829,tt1119646,tt2096672"
1219,nm0001705,Rob Schneider,1963,\N,"actor,writer,producer","tt0205000,tt0255798,tt0367652,tt0302640"
1220,nm2064412,Robbie Amell,1988,\N,"actor,producer","tt5640450,tt1666801,tt6259380,tt2660734"
1221,nm0000134,Robert De Niro,1943,\N,"actor,producer,soundtrack","tt0101540,tt0081398,tt0075314,tt0077416"
1222,nm0232196,Robert Donat,1905,1958,"actor,director,writer","tt0025004,tt0026029,tt0029995,tt0031385"
1223,nm0000375,Robert Downey Jr.,1965,\N,"actor,producer,soundtrack","tt0371746,tt0848228,tt4154796,tt1300854"
1224,nm0000380,Robert Duvall,1931,\N,"actor,producer,soundtrack","tt0316356,tt0068646,tt0118632,tt0078788"
1225,nm0001233,Robert Forster,1941,2019,"actor,producer,director","tt0166924,tt2302755,tt1033575,tt0119396"
1226,nm0304580,Robert Gant,1968,\N,"actor,producer,writer","tt4016454,tt1837492,tt0262985,tt4554212"
1227,nm1674947,Robert James-Collier,1976,\N,actor,"tt6398184,tt1606375,tt5638642,tt0053494"
1228,nm0005162,Robert Loggia,1930,2015,"actor,director,soundtrack","tt0094737,tt0086250,tt0116629,tt0116922"
1229,nm0000053,Robert Mitchum,1917,1997,"actor,soundtrack,producer","tt0056197,tt0055824,tt0039689,tt0048424"
1230,nm1500155,Robert Pattinson,1986,\N,"actor,soundtrack,writer","tt1099212,tt1325004,tt1259571,tt1324999"
1231,nm0000602,Robert Redford,1936,\N,"producer,actor,director","tt0064115,tt0087781,tt0081283,tt0074119"
1232,nm0001727,Robert Shaw,1927,1978,"actor,writer,soundtrack","tt0057076,tt0073195,tt0070735,tt0060665"
1233,nm0000905,Roberto Benigni,1952,\N,"actor,writer,director","tt0419198,tt0255477,tt0118799,tt0090967"
1234,nm2088699,Robin Lord Taylor,1978,\N,"actor,soundtrack","tt1549572,tt3749900,tt6146586,tt0384793"
1235,nm0917848,Robin Weigert,1969,\N,"actress,director","tt1866249,tt0452624,tt0383028,tt0348914"
1236,nm0000245,Robin Williams,1951,2014,"actor,soundtrack,writer","tt0107614,tt0093105,tt0119217,tt0077053"
1237,nm0000705,Robin Wright,1966,\N,"actress,producer,director","tt0109830,tt0217869,tt0442933,tt0093779"
1238,nm0001768,Rod Steiger,1925,2002,"actor,soundtrack","tt0047296,tt0061811,tt0059575,tt0067140"
1239,nm0001098,Rodney Dangerfield,1921,2004,"actor,writer,soundtrack","tt0102813,tt0085470,tt0080487,tt0090685"
1240,nm0000549,Roger Moore,1927,2017,"actor,miscellaneous,producer","tt0071807,tt0076752,tt0079574,tt0070328"
1241,nm0244151,Romain Duris,1974,\N,"actor,soundtrack","tt1465487,tt0283900,tt2027140,tt0411270"
1242,nm0539082,Romany Malco,1968,\N,"actor,soundtrack,writer","tt0439100,tt1621045,tt0405422,tt1204975"
1243,nm0253035,Ron Eldard,1965,\N,actor,"tt0117665,tt0265086,tt0120647,tt1650062"
1244,nm0000579,Ron Perlman,1950,\N,"actor,producer,soundtrack","tt0411477,tt3973768,tt0092319,tt0167190"
1245,nm0172903,Ronald Colman,1891,1958,"actor,soundtrack,producer","tt0029162,tt0019735,tt0039335,tt0035238"
1246,nm1913734,Rooney Mara,1985,\N,"actress,soundtrack,costume_designer","tt2402927,tt2053463,tt1568346,tt1285016"
1247,nm0751426,Rosalind Russell,1907,1976,"actress,soundtrack,writer","tt0051383,tt0056048,tt0032599,tt0035105"
1248,nm0683253,Rosamund Pike,1979,\N,"actress,soundtrack","tt2267998,tt0246460,tt0790724,tt0414387"
1249,nm0206257,Rosario Dawson,1979,\N,"actress,producer,soundtrack","tt0294870,tt4116284,tt1059786,tt0477080"
1250,nm0126284,Rose Byrne,1979,\N,"actress,soundtrack,producer","tt3079380,tt1478338,tt2004420,tt1591095"
1251,nm2739851,Ross Marquand,1981,\N,"actor,producer,miscellaneous","tt0804503,tt1520211,tt0437745,tt4154756"
1252,nm0000100,Rowan Atkinson,1955,\N,"actor,writer,producer","tt1634122,tt0110357,tt0274166,tt0118689"
1253,nm0001702,Roy Scheider,1932,2008,"actor,soundtrack,producer","tt0067116,tt0078754,tt0085255,tt0073195"
1254,nm0002039,Ruby Dee,1922,2014,"actress,soundtrack,writer","tt0097216,tt0055353,tt0102175,tt0765429"
1255,nm0001722,Rufus Sewell,1967,\N,"actor,soundtrack","tt0118929,tt0183790,tt7549996,tt0443543"
1256,nm12263052,Russell Brand,\N,\N,,\N
1257,nm0000128,Russell Crowe,1964,\N,"actor,soundtrack,producer","tt0172495,tt0119488,tt0268978,tt1707386"
1258,nm0869871,Russell Tovey,1981,\N,"actor,soundtrack","tt1525366,tt1349938,tt1430626,tt5563334"
1259,nm0000442,Rutger Hauer,1944,2019,"actor,producer,director","tt0091209,tt0083658,tt1640459,tt0372784"
1260,nm0002106,Ruth Gordon,1896,1985,"actress,writer,soundtrack","tt0077523,tt0063522,tt0067185,tt0059314"
1261,nm0331516,Ryan Gosling,1980,\N,"actor,soundtrack,producer","tt1120985,tt0780504,tt3783958,tt1856101"
1262,nm10854103,Ryan Hansen,\N,\N,,\N
1263,nm0641939,Ryan O'Neal,1941,\N,"actor,soundtrack,producer","tt0069495,tt0070510,tt0072684,tt0066011"
1264,nm0000202,Ryan Phillippe,1974,\N,"actor,producer,director","tt0280707,tt0202677,tt0375679,tt0139134"
1265,nm0005351,Ryan Reynolds,1976,\N,"actor,producer,soundtrack","tt1462758,tt5463162,tt0458525,tt1431045"
1266,nm0830198,Ryan Stiles,1959,\N,"actor,producer,miscellaneous","tt0375568,tt0102059,tt0111945,tt0107144"
1267,nm0056187,Sacha Baron Cohen,1971,\N,"actor,writer,producer","tt1707386,tt13143964,tt0443453,tt0889583"
1268,nm0000398,Sally Field,1946,\N,"actress,producer,soundtrack","tt0109830,tt0443272,tt0076729,tt0098384"
1269,nm1020089,Sally Hawkins,1976,\N,"actress,writer,producer","tt5580390,tt3149038,tt1045670,tt2334873"
1270,nm0000476,Sally Kirkland,1941,\N,"actress,producer,miscellaneous","tt7525642,tt0092569,tt3216866,tt0102138"
1271,nm0000161,Salma Hayek,1966,\N,"actress,producer,soundtrack","tt0120891,tt0120679,tt0112851,tt0120655"
1272,nm0000385,Sam Elliott,1944,\N,"actor,producer,writer","tt0118715,tt0098206,tt5655222,tt1517451"
1273,nm0000554,Sam Neill,1947,\N,"actor,producer,director","tt0163025,tt0119081,tt0107290,tt4698684"
1274,nm0005377,Sam Rockwell,1968,\N,"actor,producer,soundtrack","tt0270288,tt1182345,tt1931533,tt5027774"
1275,nm0001731,Sam Shepard,1943,2017,"actor,writer,soundtrack","tt1322269,tt0086197,tt0265086,tt1935179"
1276,nm3862996,Sam Underwood,1987,\N,"actor,writer,producer","tt1796960,tt0773262,tt3743822,tt2071645"
1277,nm0001832,Sam Waterston,1940,\N,"actor,producer,director","tt0071577,tt0087553,tt0098844,tt0111127"
1278,nm0941777,Sam Worthington,1976,\N,"actor,producer,director","tt0499549,tt1568338,tt0800320,tt0438488"
1279,nm0608090,Samantha Morton,1977,\N,"actress,writer,soundtrack","tt0181689,tt1480656,tt0790712,tt0383028"
1280,nm0000168,Samuel L. Jackson,1948,\N,"actor,producer,soundtrack","tt0417148,tt3460252,tt0110912,tt2802144"
1281,nm0000113,Sandra Bullock,1964,\N,"producer,actress,soundtrack","tt1041829,tt1454468,tt0212346,tt0111257"
1282,nm0644897,Sandra Oh,1971,\N,"actress,producer,soundtrack","tt0375063,tt7016936,tt0413573,tt0328589"
1283,nm0006800,Sandy Dennis,1937,1992,actress,"tt0063661,tt0061184,tt0066193,tt0062425"
1284,nm1519680,Saoirse Ronan,1994,\N,"actress,soundtrack","tt2381111,tt0783233,tt0380510,tt0993842"
1285,nm0000572,Sarah Jessica Parker,1965,\N,"actress,producer,miscellaneous","tt0356680,tt0159206,tt1261945,tt1000774"
1286,nm0001264,Sarah Michelle Gellar,1977,\N,"actress,producer,soundtrack","tt0267913,tt0118276,tt0119345,tt0139134"
1287,nm0001631,Sarah Polley,1979,\N,"actress,director,writer","tt0139239,tt0314412,tt1017460,tt0363547"
1288,nm0798971,Sarah Silverman,1970,\N,"actress,producer,writer","tt5848272,tt0332379,tt1772341,tt0821375"
1289,nm0424060,Scarlett Johansson,1984,\N,"actress,soundtrack,producer","tt1798709,tt0162346,tt0335266,tt0848228"
1290,nm0000836,Scott Bakula,1954,\N,"actor,producer,soundtrack","tt0244365,tt1291580,tt0169547,tt0096684"
1291,nm0004790,Scott Caan,1976,\N,"actor,writer,director","tt0139699,tt0496806,tt0240772,tt0187078"
1292,nm0001277,Scott Glenn,1939,\N,"actor,producer,stunts","tt0099810,tt0101393,tt0102926,tt0978764"
1293,nm0342241,Scott Grimes,1971,\N,"actor,soundtrack,composer","tt0090887,tt0134618,tt0955308,tt0397306"
1294,nm0005454,Scott Speedman,1975,\N,"actor,soundtrack","tt0401855,tt0320691,tt0482606,tt0329774"
1295,nm0937930,Scott Wolf,1968,\N,"actor,producer,soundtrack","tt4255274,tt1714204,tt2477230,tt0108894"
1296,nm0000276,Sean Astin,1971,\N,"actor,producer,director","tt0167261,tt0167260,tt0120737,tt0089218"
1297,nm0000293,Sean Bean,1959,\N,"actor,producer,animation_department","tt1181791,tt0167261,tt0944947,tt0120737"
1298,nm0000125,Sean Connery,1930,2020,"actor,producer,soundtrack","tt0094226,tt0117500,tt0058150,tt0059800"
1299,nm0005003,Sean Hayes,1970,\N,"actor,producer,soundtrack","tt0825232,tt0312528,tt0157246,tt0383010"
1300,nm0000576,Sean Penn,1960,\N,"actor,director,producer","tt0327056,tt0315733,tt1013753,tt0112818"
1301,nm0005405,Seann William Scott,1976,\N,"actor,producer,writer","tt0252866,tt0328828,tt0163651,tt0377818"
1302,nm0462407,Sebastian Koch,1962,\N,"actor,soundtrack","tt5311542,tt1606378,tt0405094,tt3682448"
1303,nm1411125,Selena Gomez,1992,\N,"actress,music_department,soundtrack","tt1067774,tt2101441,tt0837562,tt2167202"
1304,nm0319121,Seth Gilliam,1968,\N,"actor,miscellaneous","tt1314228,tt1520211,tt0115956,tt0120201"
1305,nm0001293,Seth Green,1974,\N,"actor,music_department,producer","tt0118655,tt0437745,tt0317740,tt0320244"
1306,nm0532235,Seth MacFarlane,1973,\N,"writer,music_department,producer","tt0397306,tt0182576,tt1637725,tt2557490"
1307,nm1024878,Seth Meyers,1973,\N,"writer,actor,producer","tt4677934,tt1598822,tt0072562,tt0373051"
1308,nm0736622,Seth Rogen,1982,\N,"actor,writer,producer","tt0910936,tt1700841,tt0829482,tt1245492"
1309,nm0361697,Setsuko Hara,1920,2015,"actress,soundtrack","tt0046438,tt0041154,tt0185883,tt0041713"
1310,nm0451321,Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0238936,tt2176013,tt1285241,tt2112124"
1311,nm0940362,Shailene Woodley,1991,\N,"actress,producer,soundtrack","tt2908446,tt1840309,tt1033575,tt2582846"
1312,nm1663205,Sharlto Copley,1973,\N,"actor,producer,director","tt3072482,tt1823672,tt1136608,tt0429493"
1313,nm0000232,Sharon Stone,1958,\N,"actress,producer,soundtrack","tt0108162,tt0103772,tt0112641,tt0114214"
1314,nm0039162,Shawn Ashmore,1979,\N,"actor,producer","tt0120903,tt0290334,tt1323045,tt0963794"
1315,nm0915465,Shawn Wayans,1971,\N,"actor,writer,music_department","tt0381707,tt0430304,tt0175142,tt0116126"
1316,nm0001859,Shelley Winters,1920,2006,"actress,soundtrack,producer","tt0048424,tt0059573,tt0069113,tt0056193"
1317,nm0479471,Shia LaBeouf,1986,\N,"actor,director,producer","tt2713180,tt4364194,tt0418279,tt8151874"
1318,nm0095804,Shirley Booth,1898,1992,"actress,soundtrack","tt0051913,tt0046676,tt0054545,tt0044509"
1319,nm0429250,Shirley Jones,1934,\N,"actress,soundtrack,music_department","tt0056262,tt0049055,tt0053793,tt0456554"
1320,nm0000511,Shirley MacLaine,1934,\N,"actress,soundtrack,writer","tt0053604,tt0086425,tt0048750,tt0098384"
1321,nm0000073,Shirley Temple,1928,2014,"actress,soundtrack,writer","tt0032264,tt0016029,tt0040369,tt0028118"
1322,nm0013037,Shohreh Aghdashloo,1952,\N,"actress,producer,soundtrack","tt3230854,tt0285331,tt0315983,tt2660888"
1323,nm0001627,Sidney Poitier,1927,\N,"actor,director,soundtrack","tt0057251,tt0061735,tt0061811,tt0051525"
1324,nm0000244,Sigourney Weaver,1949,\N,"actress,soundtrack,producer","tt0499549,tt0177789,tt0078748,tt0118583"
1325,nm0048932,Simon Baker,1969,\N,"actor,producer,director","tt1615147,tt0458352,tt0418819,tt1196946"
1326,nm0670408,Simon Pegg,1970,\N,"actor,writer,producer","tt1213663,tt0365748,tt0425112,tt0796366"
1327,nm0797531,Simone Signoret,1921,1985,actress,"tt0043386,tt0046911,tt0059712,tt0053226"
1328,nm0000651,Sissy Spacek,1949,\N,"actress,soundtrack,art_department","tt1454029,tt0247425,tt0074285,tt0080549"
1329,nm0005527,Sofía Vergara,1972,\N,"actress,producer,soundtrack","tt1442437,tt0383010,tt2883512,tt2967224"
1330,nm2792296,Sonequa Martin-Green,1985,\N,"actress,writer,producer","tt1442462,tt5171438,tt1520211,tt1843230"
1331,nm0000047,Sophia Loren,1934,\N,"actress,soundtrack","tt0054749,tt0076085,tt0060121,tt0058335"
1332,nm0000521,Sophie Marceau,1966,\N,"actress,director,writer","tt0112573,tt0082100,tt0143145,tt1194616"
1333,nm0645683,Sophie Okonedo,1968,\N,actress,"tt0112281,tt0395169,tt0402022,tt1815862"
1334,nm0000075,Spencer Tracy,1900,1967,"actor,soundtrack","tt0061735,tt0055031,tt0047849,tt0053946"
1335,nm0001804,Stanley Tucci,1960,\N,"actor,producer,director","tt1135503,tt0115678,tt1951264,tt1895587"
1336,nm0001745,Stellan Skarsgård,1951,\N,"actor,producer,writer","tt0119217,tt1937390,tt0118607,tt0795421"
1337,nm1854386,Stephen Amell,1981,\N,"actor,producer,writer","tt2193021,tt3949660"
1338,nm0000286,Stephen Baldwin,1966,\N,"actor,producer,director","tt0486583,tt0114814,tt0158622,tt0115683"
1339,nm0170306,Stephen Colbert,1964,\N,"writer,producer,actor","tt0194624,tt0458254,tt3697842,tt0115147"
1340,nm0334318,Stephen Graham,1973,\N,"actor,soundtrack,producer","tt0480025,tt1790809,tt0208092,tt1340800"
1341,nm0580351,Stephen Merchant,1974,\N,"producer,writer,actor","tt0445114,tt0386676,tt3315342,tt6513120"
1342,nm0001653,Stephen Rea,1946,\N,"actor,writer,soundtrack","tt0434409,tt0110148,tt0104036,tt0112681"
1343,nm0740535,Stephen Root,1951,\N,"actor,soundtrack","tt5348176,tt0151804,tt0364725,tt0118375"
1344,nm0864997,Stephen Tobolowsky,1951,\N,"actor,soundtrack,writer","tt0107048,tt0105414,tt0209144,tt0094012"
1345,nm0000114,Steve Buscemi,1957,\N,"actor,director,producer","tt0162346,tt4686844,tt0105236,tt0116282"
1346,nm0136797,Steve Carell,1962,\N,"actor,producer,writer","tt1596363,tt0386676,tt0405422,tt1100089"
1347,nm0176869,Steve Coogan,1965,\N,"actor,producer,writer","tt2431286,tt3385524,tt0469021,tt0274309"
1348,nm0000430,Steve Guttenberg,1958,\N,"actor,producer,soundtrack","tt0089822,tt0094137,tt0091949,tt0087928"
1349,nm0000188,Steve Martin,1945,\N,"writer,actor,soundtrack","tt0079367,tt0093886,tt0131325,tt0102250"
1350,nm0000537,Steve McQueen,1930,1980,"actor,producer,soundtrack","tt0057115,tt0062765,tt0070511,tt0054047"
1351,nm0001872,Steve Zahn,1967,\N,"actor,soundtrack,producer","tt0318649,tt3450958,tt0971209,tt0462504"
1352,nm0000219,Steven Seagal,1952,\N,"producer,actor,writer","tt0110725,tt0242445,tt0105690,tt0094602"
1353,nm0001836,Steven Weber,1961,\N,"actor,soundtrack,producer","tt0118460,tt0105414,tt0112896,tt0098948"
1354,nm3081796,Steven Yeun,1983,\N,"actor,soundtrack","tt10633456,tt1520211,tt2884206,tt3967856"
1355,nm0000330,Stockard Channing,1944,\N,"actress,soundtrack,miscellaneous","tt0108149,tt0120791,tt0077631,tt0198021"
1356,nm0528987,Sue Lyon,1946,2019,"actress,soundtrack","tt0056193,tt0062380,tt0058404,tt0070126"
1357,nm0437646,Sung Kang,1972,\N,"actor,producer,director","tt1596343,tt1308729,tt1905041,tt0463985"
1358,nm10740997,Suraj Sharma,\N,\N,visual_effects,"tt1477834,tt0918940,tt2975590,tt0803096"
1359,nm0001333,Susan Hayward,1917,1975,"actress,soundtrack","tt0051758,tt0048191,tt0041672,tt0045333"
1360,nm0000215,Susan Sarandon,1946,\N,"actress,producer,soundtrack","tt0094812,tt0120686,tt0103074,tt0112818"
1361,nm0000230,Sylvester Stallone,1946,\N,"actor,writer,producer","tt0084602,tt0075148,tt0089927,tt3076658"
1362,nm0862328,T.J. Thyne,1975,\N,"actor,producer,writer","tt0162346,tt0207201,tt0170016,tt0460627"
1363,nm0671886,Tahmoh Penikett,1975,\N,"actor,producer,stunts","tt1135300,tt0770828,tt0407362,tt5616176"
1364,nm0793766,Takashi Shimura,1905,1982,actor,"tt0047478,tt0042876,tt0051808,tt0044741"
1365,nm0001735,Talia Shire,1946,\N,"actress,producer,director","tt0075148,tt0071562,tt0068646,tt0089927"
1366,nm0378245,Taraji P. Henson,1970,\N,"actress,producer,soundtrack","tt0410097,tt1155076,tt4846340,tt0421715"
1367,nm0453115,Taran Killam,1982,\N,"actor,soundtrack,writer","tt2024544,tt5689068,tt4000956,tt0072562"
1368,nm5473782,Taron Egerton,1989,\N,"actor,soundtrack","tt1083452,tt2802144,tt2066051,tt4649466"
1369,nm0543383,Taryn Manning,1978,\N,"actress,soundtrack,producer","tt2372162,tt0391304,tt0410097,tt0275022"
1370,nm1137209,Tatiana Maslany,1985,\N,"actress,producer,soundtrack","tt3881784,tt7137380,tt2077823,tt2234222"
1371,nm0001575,Tatum O'Neal,1963,\N,"actress,producer,soundtrack","tt1017451,tt0074174,tt0070510,tt0081060"
1372,nm2018237,Taylor Kitsch,1981,\N,"actor,director,writer","tt0401729,tt0758745,tt1440129,tt0458525"
1373,nm0001101,Ted Danson,1947,\N,"actor,producer,soundtrack","tt0174378,tt0083399,tt0094137,tt0082089"
1374,nm0505971,Ted Levine,1957,\N,"actor,soundtrack","tt0113277,tt0120891,tt1130884,tt0102926"
1375,nm1146243,Teddy Sears,1977,\N,actor,"tt7971476,tt1844624,tt3107288,tt2137109"
1376,nm1954240,Teresa Palmer,1986,\N,"actress,producer,writer","tt2119532,tt1464540,tt1588173,tt4786282"
1377,nm0942863,Teresa Wright,1918,2005,"actress,soundtrack","tt0036868,tt0035093,tt0036342,tt0081534"
1378,nm0000414,Teri Garr,1947,\N,"actress,soundtrack","tt0075860,tt0088680,tt0072431,tt0084805"
1379,nm0005024,Terrence Howard,1969,\N,"actor,soundtrack,producer","tt0410097,tt0371746,tt0430105,tt0375679"
1380,nm0187719,Terry Crews,1968,\N,"actor,soundtrack,producer","tt1985966,tt0387808,tt0425061,tt1320253"
1381,nm0628601,Thandie Newton,1972,\N,"actress,soundtrack,producer","tt0375679,tt0475784,tt0454921,tt0120755"
1382,nm0002006,Thomas Haden Church,1960,\N,"actor,miscellaneous,producer","tt1282140,tt0108358,tt0413300,tt0375063"
1383,nm0005048,Thomas Jane,1969,\N,"actor,producer,director","tt0884328,tt0149261,tt0120863,tt0118749"
1384,nm0502071,Thomas Lennon,1896,1963,writer,"tt0030726,tt0027482,tt0034375,tt0030031"
1385,nm3042755,Thomas Middleditch,1982,\N,"actor,music_department,writer","tt0993846,tt2118624,tt3741700,tt2091256"
1386,nm0593775,Thomas Mitchell,1892,1962,"actor,writer,soundtrack","tt0031679,tt0038650,tt0031381,tt0031971"
1387,nm0000301,Thora Birch,1982,\N,"actress,producer,soundtrack","tt0107120,tt0105112,tt0169547,tt0162346"
1388,nm0842770,Tilda Swinton,1960,\N,"actress,producer,writer","tt1242460,tt1714915,tt1706620,tt1034415"
1389,nm0000741,Tim Allen,1953,\N,"actor,producer,miscellaneous","tt0111070,tt0101120,tt0114709,tt0177789"
1390,nm0046730,Tim Bagley,1957,\N,"actor,writer,soundtrack","tt0312172,tt3609352,tt0478311,tt0157246"
1391,nm0625789,Tim Blake Nelson,1964,\N,"actor,director,writer","tt6412452,tt1151359,tt0800080,tt0190590"
1392,nm0000347,Tim Curry,1946,\N,"actor,soundtrack,producer","tt0099810,tt0073629,tt0112715,tt0088930"
1393,nm0004857,Tim Daly,1956,\N,"actor,producer,director","tt0098948,tt0264395,tt2027128,tt0247097"
1394,nm0000209,Tim Robbins,1958,\N,"actor,producer,director","tt0327056,tt0105151,tt0091225,tt0094812"
1395,nm0000619,Tim Roth,1961,\N,"actor,producer,soundtrack","tt3460252,tt0133152,tt0114287,tt0110912"
1396,nm0001096,Timothy Dalton,1946,\N,"actor,soundtrack","tt0425112,tt0097742,tt0093428,tt0080745"
1397,nm0000459,Timothy Hutton,1960,\N,"actor,producer,director","tt0081283,tt0343737,tt1103987,tt0113117"
1398,nm0648249,Timothy Olyphant,1968,\N,"actor,producer,soundtrack","tt0139239,tt0971209,tt0455407,tt1489428"
1399,nm0001758,Timothy Spall,1957,\N,"actor,soundtrack,writer","tt1226271,tt0117589,tt0408236,tt2473794"
1400,nm0275486,Tina Fey,1970,\N,"writer,actress,producer","tt0496424,tt1850457,tt1279935,tt0377092"
1401,nm4270695,Tituss Burgess,1979,\N,"actor,soundtrack","tt8526872,tt5304992,tt3339966,tt10324166"
1402,nm0001497,Tobey Maguire,1975,\N,"actor,producer,director","tt0145487,tt0120789,tt0185014,tt0765010"
1403,nm0827170,Toby Stephens,1969,\N,"actor,miscellaneous,director","tt2317225,tt4172430,tt0246460,tt1846589"
1404,nm0000297,Tom Berenger,1949,\N,"actor,producer,writer","tt0091763,tt0085244,tt1375666,tt0097815"
1405,nm0002018,Tom Conti,1941,\N,"actor,soundtrack,miscellaneous","tt0398017,tt0085933,tt0084591,tt0073999"
1406,nm0183822,Tom Courtenay,1937,\N,"actor,soundtrack","tt3544082,tt0056194,tt0309912,tt0059113"
1407,nm0000129,Tom Cruise,1962,\N,"actor,producer,soundtrack","tt0116695,tt0181689,tt0092099,tt0325710"
1408,nm0779866,Tom Everett Scott,1970,\N,"actor,director,writer","tt0117887,tt1075417,tt0181984,tt0490084"
1409,nm0000158,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0109830,tt0112384,tt0162222,tt0094737"
1410,nm0362766,Tom Hardy,1977,\N,"actor,producer,writer","tt2692904,tt1392190,tt1375666,tt1345836"
1411,nm1089991,Tom Hiddleston,1981,\N,"actor,producer,soundtrack","tt1981115,tt0848228,tt3501632,tt0800369"
1412,nm0001371,Tom Hulce,1953,\N,"actor,soundtrack,producer","tt0116583,tt0086879,tt0077975,tt0098067"
1413,nm0000633,Tom Selleck,1945,\N,"actor,producer,writer","tt0094137,tt1595859,tt0080240,tt0119360"
1414,nm0001744,Tom Sizemore,1961,\N,"actor,producer,writer","tt0114558,tt0120004,tt0120815,tt0265086"
1415,nm0929489,Tom Wilkinson,1948,\N,"actor,soundtrack","tt2278388,tt0247425,tt0119164,tt0465538"
1416,nm0000169,Tommy Lee Jones,1946,\N,"actor,director,soundtrack","tt0477348,tt2398231,tt0443272,tt0106977"
1417,nm0001057,Toni Collette,1972,\N,"actress,producer,soundtrack","tt0276751,tt7784604,tt0167404,tt0449059"
1418,nm0504897,Tony Chiu-Wai Leung,1962,\N,"actor,soundtrack,music_department","tt1462900,tt0212712,tt0118694,tt0338564"
1419,nm0355024,Tony Hale,1970,\N,"actor,writer,producer","tt1759761,tt3316948,tt1979376,tt0367279"
1420,nm0802831,Tony Sirico,1942,\N,actor,"tt4513674,tt0141842,tt0113819,tt0099685"
1421,nm0333410,Topher Grace,1978,\N,"actor,soundtrack,producer","tt0335559,tt0165598,tt0385267,tt0413300"
1422,nm0001536,Toshirô Mifune,1920,1997,"actor,producer,director","tt0050613,tt0057565,tt0047478,tt0055630"
1423,nm0605078,Tracy Morgan,1943,\N,"actress,writer","tt0068892,tt0074377,tt0069098,tt0074621"
1424,nm1183500,Troy Baker,1978,\N,miscellaneous,"tt0307568,tt0320242,tt0289668,tt0321997"
1425,nm0123092,Ty Burrell,1967,\N,"actor,soundtrack,producer","tt1442437,tt0800080,tt2277860,tt2281587"
1426,nm0479527,Tyler Labine,1978,\N,"actor,producer,music_department","tt0454824,tt1465522,tt1318514,tt1453405"
1427,nm11233739,Tyler Perry,\N,\N,producer,tt11516600
1428,nm0879085,Tyrese Gibson,1978,\N,"actor,producer,soundtrack","tt1905041,tt2820852,tt0255819,tt0418279"
1429,nm0000495,Téa Leoni,1966,\N,"actress,producer","tt0218967,tt0163025,tt0120647,tt0371246"
1430,nm0000235,Uma Thurman,1970,\N,"actress,soundtrack,producer","tt0110912,tt0118688,tt0378194,tt0266697"
1431,nm2499064,Uzo Aduba,1981,\N,"actress,soundtrack","tt3061046,tt2372162,tt9244556,tt4131800"
1432,nm0000174,Val Kilmer,1959,\N,"actor,soundtrack,producer","tt0101761,tt0373469,tt0235737,tt0120053"
1433,nm0001336,Van Heflin,1908,1971,"actor,soundtrack","tt0043938,tt0040876,tt0050086,tt0046303"
1434,nm1227814,Vanessa Hudgens,1988,\N,"actress,soundtrack,producer","tt1397514,tt1152398,tt0962726,tt2101441"
